ID,Address,AssessedValue
009 021 126,294    SUMMER ST  ,"635,000"
009 021 127,25    BARNES AV  ,"706,000"
009 021 128,31    BARNES AV  ,"742,300"
009 021 129,41    BARNES AV  ,"588,200"
009 021 130,47    BARNES AV  ,"502,400"
009 021 146,18    EAST BORDER RD  ,"523,300"
009 021 148,37    BARNES AV  ,"685,800"
009 021 149,15    BARNES AV  ,"717,400"
009 025 501,121    GLENWOOD ST  ,"1,034,800"
009 025 502,91    GLEN ST  ,"617,700"
009 025 503,93 95  GLEN ST  ,"1,105,900"
009 025 504,97    GLEN ST  ,"637,600"
009 025 505,103    GLEN ST  ,"710,800"
009 025 506,111    GLEN ST  ,"806,700"
009 025 507,115    GLEN ST  ,"815,200"
009 025 508,123    GLEN ST  ,"886,500"
009 025 509,133    GLEN ST  ,"577,300"
009 025 510,38    BARNES AV  ,"777,600"
009 025 512,32    BARNES AV  ,"1,280,700"
009 025 513,30    BARNES AV  ,"777,000"
009 025 514,28    BARNES AV  ,"744,700"
009 025 515,284    SUMMER ST  ,"668,700"
009 025 516,280 282  SUMMER ST  ,"1,229,400"
009 025 517,274    SUMMER ST  ,"770,800"
009 025 518,266    SUMMER ST  ,"823,400"
009 025 519,15    WINN TR  ,"714,300"
009 025 520,20    WINN TR  ,"631,400"
009 025 521,12 14  WINN TR  ,"967,400"
009 025 522,256    SUMMER ST  ,"755,900"
009 025 523,250    SUMMER ST  ,"1,128,800"
009 025 524,11    OAK TR  ,"1,413,000"
009 025 525,19    OAK TR  ,"626,400"
009 025 526,22    OAK TR  ,"607,500"
009 025 527,16 18  OAK TR  ,"1,060,900"
009 025 528,12    OAK TR  ,"1,080,100"
009 025 529,240    SUMMER ST  ,"1,029,200"
009 025 530,101    GLENWOOD ST  ,"1,016,000"
009 025 531,107    GLENWOOD ST  ,"882,200"
009 025 532,111    GLENWOOD ST  ,"942,000"
009 025 533,103    GLENWOOD ST  ,"604,200"
009 025 534,     BARNES AV  ,"356,800"
009 025 535,     BARNES AV  ,"44,100"
009 025 536,     GLEN ST  ,"267,400"
009 052 201,235    SUMMER ST  ,"1,258,600"
009 052 202,2    RIDGEWOOD RD  ,"966,500"
009 052 203,2    HIGHLAND TR  ,"1,039,500"
009 052 204,81    GLENWOOD ST  ,"664,000"
009 052 205,77 79  GLENWOOD ST  ,"1,009,600"
009 054 401,243    SUMMER ST  ,"1,193,500"
009 054 402,249    SUMMER ST  ,"902,500"
009 054 403,44    GREYSTONE RD  ,"585,100"
009 054 404A,38    GREYSTONE RD  ,"648,200"
009 054 404B,     LAS CASAS ST  ,"33,700"
009 054 405,34    GREYSTONE RD  ,"813,500"
009 054 406,28 28A  GREYSTONE RD  ,"1,404,000"
009 054 407,30    LAS CASAS ST  ,"686,800"
009 054 409,22    LAS CASAS ST  ,"652,000"
009 054 410,5    RIDGEWOOD RD  ,"1,201,800"
009 056 601,257    SUMMER ST  ,"766,600"
009 056 602,275    SUMMER ST  ,"842,700"
009 056 603,285    SUMMER ST  ,"851,000"
009 056 605,289    SUMMER ST  ,"883,800"
009 056 607,289 REAR  SUMMER ST  ,"39,900"
009 056 608,297    SUMMER ST  ,"1,108,800"
009 056 609,72    LAS CASAS ST  ,"893,100"
009 056 610,68    LAS CASAS ST  ,"764,900"
009 056 611,62    LAS CASAS ST  ,"718,900"
009 056 612,54    LAS CASAS ST  ,"959,500"
009 056 613,21    GREYSTONE RD  ,"964,100"
009 056 614,25    GREYSTONE RD  ,"1,087,300"
009 056 615 1,31    GREYSTONE RD 1,"388,600"
009 056 615 2,31    GREYSTONE RD 2,"373,400"
009 056 615 3,31    GREYSTONE RD 3,"401,700"
009 056 615 4,31    GREYSTONE RD 4,"386,500"
009 056 615 5,31    GREYSTONE RD 5,"382,900"
009 056 615 6,31    GREYSTONE RD 6,"384,500"
009 056 616,43    GREYSTONE RD  ,"909,300"
009 056 617,     GREYSTONE RD  ,100
009 056 618,76    LAS CASAS ST  ,"692,700"
009 056 619,37    GREYSTONE RD  ,"777,600"
009 058 801,77    LAS CASAS ST  ,"937,700"
009 058 802,311    SUMMER ST  ,"666,300"
009 058 803,16    SUMMER AV  ,"742,200"
009 058 804,10    SUMMER AV  ,"641,000"
009 058 805,4    SUMMER AV  ,"1,064,100"
009 058 806,65    LAS CASAS ST  ,"883,500"
009 058 807,69    LAS CASAS ST  ,"961,000"
009 058 808,73    LAS CASAS ST  ,"747,200"
010 053 301,1    HIGHLAND TR  ,"920,700"
010 053 302,16    LAS CASAS ST  ,"1,167,700"
010 053 303,88    BELTRAN ST  ,"887,900"
010 053 304,82    BELTRAN ST  ,"929,800"
010 053 305,57    GLENWOOD ST  ,"927,100"
010 055 501,25    LAS CASAS ST  ,"665,700"
010 055 502,106    BELTRAN ST  ,"1,097,700"
010 055 503,37    LAS CASAS ST  ,"661,100"
010 055 504,116    BELTRAN ST  ,"1,057,300"
010 055 505,110    BELTRAN ST  ,"631,000"
010 055 506 1,98    BELTRAN ST 1,"536,100"
010 055 506 2,98    BELTRAN ST 2,"447,900"
010 070 001,55    WYOMING AV  ,"711,700"
010 070 002,57    WYOMING AV  ,"831,600"
010 070 003,59 61  WYOMING AV  ,"825,800"
010 070 004,16    WYOMING PL  ,"579,600"
010 070 005,12    WYOMING PL  ,"649,300"
010 070 006,6    WYOMING PL  ,"829,300"
010 070 007,4    WYOMING PL  ,"621,000"
010 070 008,73 75  WYOMING AV  ,"976,600"
010 070 009,15    ROBERT TR  ,"752,300"
010 070 010A,16    ROBERT TR  ,"651,200"
010 070 011,12    ROBERT TR  ,"589,400"
010 070 012,79    WYOMING AV  ,"730,700"
010 070 013,83    WYOMING AV  ,"700,200"
010 070 014,87    WYOMING AV  ,"618,700"
010 070 015,1    PEARSON TR  ,"659,500"
010 070 017,290    WASHINGTON ST  ,"655,000"
010 070 018,286    WASHINGTON ST  ,"804,900"
010 070 019,284    WASHINGTON ST  ,"764,100"
010 070 020,1    OAK GROVE CT  ,"615,800"
010 070 021,2    OAK GROVE CT  ,"560,600"
010 070 023,280    WASHINGTON ST  ,"973,800"
010 070 024,272 274  WASHINGTON ST  ,"773,400"
010 070 025,     WASHINGTON ST  ,300
010 070 026,     WASHINGTON ST  ,300
010 070 027,264 266  WASHINGTON ST  ,"794,000"
010 070 028,260    WASHINGTON ST  ,"4,588,500"
010 070 029,6    GROVE ST  ,"610,100"
010 070 030,10    GROVE ST  ,"861,900"
010 070 031,14 16  GROVE ST  ,"1,706,300"
010 071 101,131    BELTRAN ST  ,"760,400"
010 071 102,141    BELTRAN ST  ,"754,800"
010 071 103,18 20  PAYNE TR  ,"796,600"
010 071 104,14 14A  PAYNE TR  ,"770,400"
010 071 105,80    WYOMING AV  ,"800,500"
010 071 106,76    WYOMING AV  ,"787,200"
010 071 107,72    WYOMING AV  ,"973,800"
010 071 108,70    WYOMING AV  ,"760,200"
010 071 109,9    HORACE ST  ,"750,800"
010 071 110,11    HORACE ST  ,"786,000"
010 071 111,17    HORACE ST  ,"601,600"
010 071 112,19    HORACE ST  ,"594,900"
010 073 301,105    BELTRAN ST  ,"1,014,000"
010 073 302,121    BELTRAN ST  ,"678,900"
010 073 303,123    BELTRAN ST  ,"616,600"
010 073 304,18    HORACE ST  ,"848,300"
010 073 305,14    HORACE ST  ,"694,800"
010 073 306,10 12  HORACE ST  ,"732,600"
010 073 307,58 60  WYOMING AV  ,"935,600"
010 073 308,56    WYOMING AV  ,"954,600"
010 073 309,54    WYOMING AV  ,"1,088,300"
010 073 310,11    OAK GROVE TR  ,"615,500"
010 073 311,15    OAK GROVE TR  ,"566,500"
010 073 312,19 20  OAK GROVE TR  ,"909,400"
010 073 313,16    OAK GROVE TR  ,"605,000"
010 073 314,12    OAK GROVE TR  ,"590,300"
010 073 315,48    WYOMING AV  ,"874,500"
010 073 316,44 46  WYOMING AV  ,"1,077,700"
010 073 317,3 5  GLEASON ST  ,"814,300"
010 073 318,7    GLEASON ST  ,"1,025,800"
010 073 319,20    HORACE ST  ,"549,600"
010 074 401,11    WYOMING AV  ,"732,500"
010 074 402,21    WYOMING AV  ,"633,600"
010 074 403,25 27  WYOMING AV  ,"927,400"
010 074 404,29    WYOMING AV  ,"774,000"
010 074 405,35    WYOMING AV  ,"962,600"
010 074 406,39    WYOMING AV  ,"845,200"
010 074 407,1    CLAFLIN TR  ,"641,000"
010 074 408,2    CLAFLIN TR  ,"801,400"
010 074 409,43 45  WYOMING AV  ,"935,900"
010 074 410,19 21  GROVE ST  ,"891,800"
010 074 411,15 17  GROVE ST  ,"970,900"
010 074 412,9 11  GROVE ST  ,"890,000"
010 074 413,5 7A  GROVE ST  ,"1,056,000"
010 074 414 1,1    GLENWOOD ST 1,"384,600"
010 074 414 2,1    GLENWOOD ST 2,"233,900"
010 074 414 3,1    GLENWOOD ST 3,"383,500"
010 074 414 4,1    GLENWOOD ST 4,"364,300"
010 074 414 5,1    GLENWOOD ST 5,"383,500"
010 074 414 6,1    GLENWOOD ST 6,"336,300"
010 074 415,7    GLENWOOD ST  ,"603,300"
010 074 416,21    GLENWOOD ST  ,"1,073,000"
010 074 417,25    GLENWOOD ST  ,"769,600"
010 074 418,15    GLENWOOD ST  ,"620,100"
010 075 501,45    GLENWOOD ST  ,"1,026,400"
010 075 502,83    BELTRAN ST  ,"813,800"
010 075 503,87    BELTRAN ST  ,"701,700"
010 075 504,91 93  BELTRAN ST  ,"882,600"
010 075 505,95 97  BELTRAN ST  ,"1,073,300"
010 075 506,28    WYOMING AV  ,"1,057,200"
010 075 507,24    WYOMING AV  ,"875,000"
010 075 508 1,20    WYOMING AV 1,"511,300"
010 075 508 2,20    WYOMING AV 2,"797,100"
010 075 509,43    GLENWOOD ST  ,"980,100"
011 076 602,153    WASHINGTON ST  ,"342,300"
011 076 603,161    WASHINGTON ST  ,"634,700"
011 076 604,165    WASHINGTON ST  ,"694,600"
011 076 605,185    WASHINGTON ST  ,"633,000"
011 076 607,195    WASHINGTON ST  ,"521,300"
011 076 608 1,221    WASHINGTON ST  ,"618,500"
011 076 608 2,219    WASHINGTON ST  ,"628,800"
011 076 608 3,217    WASHINGTON ST  ,"611,100"
011 076 608 4,215    WASHINGTON ST  ,"618,800"
011 076 608 5,211    WASHINGTON ST  ,"576,400"
011 076 608 6,209    WASHINGTON ST  ,"589,000"
011 076 608 7,207    WASHINGTON ST  ,"592,800"
011 076 608 8,205    WASHINGTON ST  ,"620,700"
011 076 609,229    WASHINGTON ST  ,"1,571,100"
011 076 610,235    WASHINGTON ST  ,"890,800"
011 076 611A,167 169  WASHINGTON ST  ,"883,600"
011 076 611B,171 175  WASHINGTON ST  ,"1,039,900"
011 076 611C,177 181  WASHINGTON ST  ,"1,124,200"
011 077 701,53    GREENLEAF ST  ,"1,099,700"
011 077 702,59    GREENLEAF ST  ,"691,900"
011 077 703,63    GREENLEAF ST  ,"748,300"
011 077 704,67    GREENLEAF ST  ,"1,001,900"
011 077 705,71    GREENLEAF ST  ,"729,000"
011 077 706,75 77  GREENLEAF ST  ,"1,076,500"
011 077 707,12    GLENWOOD ST  ,"677,000"
011 077 708,8    GLENWOOD ST  ,"729,700"
011 077 709,2 4  GLENWOOD ST  ,"910,700"
011 077 710,234    WASHINGTON ST  ,"716,500"
011 077 711,230    WASHINGTON ST  ,"1,037,300"
011 077 713A,226 A  WASHINGTON ST  ,"917,700"
011 077 713B,226 B  WASHINGTON ST  ,"811,400"
011 077 713C,226 C  WASHINGTON ST  ,"517,800"
011 077 714,218    WASHINGTON ST  ,"1,071,900"
011 077 715,214    WASHINGTON ST  ,"799,200"
011 077 716,216    WASHINGTON ST  ,"915,900"
011 077 717,208    WASHINGTON ST  ,"882,600"
011 077 718,11 11A  FRANCIS ST  ,"1,082,600"
011 077 719,5    FRANCIS ST  ,"871,900"
011 077 720,228    WASHINGTON ST  ,"539,000"
011 079 901A,127 129  CLIFTON ST  ,"890,100"
011 079 902,7    GREENLEAF ST  ,"669,900"
011 079 903,13 15  GREENLEAF ST  ,"1,108,500"
011 079 904,19    GREENLEAF ST  ,"883,100"
011 079 905,21    GREENLEAF ST  ,"915,700"
011 079 907,31    GREENLEAF ST  ,"939,800"
011 079 908,39    GREENLEAF ST  ,"835,100"
011 079 909,18    FRANCIS ST  ,"1,187,800"
011 079 910,12    FRANCIS ST  ,"867,500"
011 079 911,8    FRANCIS ST  ,"908,200"
011 079 912,4    FRANCIS ST  ,"586,400"
011 079 913,188    WASHINGTON ST  ,"1,009,500"
011 079 914,186    WASHINGTON ST  ,"810,300"
011 079 915,178    WASHINGTON ST  ,"565,800"
011 079 916,176    WASHINGTON ST  ,"572,300"
011 079 917,174    WASHINGTON ST  ,"672,900"
011 079 918,168 170  WASHINGTON ST  ,"849,400"
011 079 919,164 166  WASHINGTON ST  ,"782,000"
011 079 920,160 162  WASHINGTON ST  ,"821,800"
011 079 921,156 158  WASHINGTON ST  ,"827,300"
011 079 922,121    CLIFTON ST  ,"783,100"
011 079 923,123    CLIFTON ST  ,"783,400"
011 079 924,125    CLIFTON ST  ,"659,400"
011 854 401,103 107  CLIFTON ST  ,"2,650,300"
011 854 402,91    CLIFTON ST  ,"600,100"
011 854 403,152    LINDEN AV  ,"728,500"
011 854 404,156    LINDEN AV  ,"643,500"
011 854 405,160    LINDEN AV  ,"686,900"
011 854 406,164    LINDEN AV  ,"714,600"
011 854 407,168    LINDEN AV  ,"561,500"
011 854 408,172    LINDEN AV  ,"782,200"
011 854 409,176    LINDEN AV  ,"566,400"
011 854 410,180    LINDEN AV  ,"606,500"
011 854 411,71    CLINTON ST  ,"1,389,200"
011 854 412,65    CLINTON ST  ,"1,912,900"
011 854 413,54    WINTER ST  ,"1,388,900"
011 854 415,60    WINTER ST  ,"4,536,600"
011 854 476 1,95    CLIFTON ST L1,"351,900"
011 854 476 101,95    CLIFTON ST 101,"368,500"
011 854 476 102,95    CLIFTON ST 102,"401,800"
011 854 476 103,95    CLIFTON ST 103,"349,200"
011 854 476 104,95    CLIFTON ST 104,"350,200"
011 854 476 105,95    CLIFTON ST 105,"405,700"
011 854 476 106,95    CLIFTON ST 106,"406,000"
011 854 476 2,95    CLIFTON ST L2,"350,300"
011 854 476 201,95    CLIFTON ST 201,"405,200"
011 854 476 202,95    CLIFTON ST 202,"400,300"
011 854 476 203,95    CLIFTON ST 203,"389,500"
011 854 476 204,95    CLIFTON ST 204,"389,400"
011 854 476 205,95    CLIFTON ST 205,"405,000"
011 854 476 206,95    CLIFTON ST 206,"405,200"
011 854 476 3,95    CLIFTON ST L3,"338,800"
011 854 476 301,95    CLIFTON ST 301,"418,100"
011 854 476 302,95    CLIFTON ST 302,"418,200"
011 854 476 303,95    CLIFTON ST 303,"405,500"
011 854 476 304,95    CLIFTON ST 304,"405,400"
011 854 476 305,95    CLIFTON ST 305,"421,600"
011 854 476 306,95    CLIFTON ST 306,"421,800"
012 050 001A,157    SUMMER ST  ,"1,048,500"
012 050 001B,161    CLIFTON ST  ,"1,224,100"
012 050 002,165    SUMMER ST  ,"1,082,300"
012 050 003,169    SUMMER ST  ,"910,500"
012 050 005,175    SUMMER ST  ,"5,105,900"
012 050 006,181    SUMMER ST  ,"907,000"
012 050 007,187    SUMMER ST  ,"1,310,600"
012 050 008,58 60  FRANCIS ST  ,"885,700"
012 050 009,52    FRANCIS ST  ,"943,100"
012 050 010,50    FRANCIS ST  ,"940,900"
012 050 011,30    BELTRAN ST  ,"1,132,500"
012 050 012,26    BELTRAN ST  ,"901,100"
012 050 013,22    BELTRAN ST  ,"965,200"
012 050 014,18    BELTRAN ST  ,"1,015,000"
012 050 015,12 14  BELTRAN ST  ,"1,598,000"
012 050 016,155    CLIFTON ST  ,"2,655,400"
012 051 101,65    FRANCIS ST  ,"1,165,700"
012 051 102,203    SUMMER ST  ,"1,338,300"
012 051 103,209    SUMMER ST  ,"1,395,300"
012 051 104,64    GLENWOOD ST  ,"908,400"
012 051 105,60    GLENWOOD ST  ,"736,900"
012 051 106,58    GLENWOOD ST  ,"892,700"
012 051 107,58    BELTRAN ST  ,"989,900"
012 051 108,54    BELTRAN ST  ,"725,700"
012 051 109,47    FRANCIS ST  ,"1,215,800"
012 051 110,55 57  FRANCIS ST  ,"1,186,500"
012 051 111,207    SUMMER ST  ,"923,400"
012 078 801,49    BELTRAN ST  ,"641,200"
012 078 802A,53    BELTRAN ST  ,"667,600"
012 078 802B,33    FRANCIS ST  ,"851,300"
012 078 803,57    BELTRAN ST  ,"954,600"
012 078 804,61    BELTRAN ST  ,"895,200"
012 078 805,65    BELTRAN ST  ,"888,700"
012 078 806,38    GLENWOOD ST  ,"1,145,500"
012 078 807,72    GREENLEAF ST  ,"802,300"
012 078 808,66    GREENLEAF ST  ,"871,100"
012 078 809,60    GREENLEAF ST  ,"1,564,000"
012 078 810,52    GREENLEAF ST  ,"661,200"
012 080 001,145 147  CLIFTON ST  ,"1,533,000"
012 080 002 1,11    BELTRAN ST 1,"540,900"
012 080 002 2,11    BELTRAN ST 2,"688,800"
012 080 003,15    BELTRAN ST  ,"987,000"
012 080 004,19    BELTRAN ST  ,"915,900"
012 080 005,27    BELTRAN ST  ,"938,900"
012 080 006,31    BELTRAN ST  ,"971,800"
012 080 007,37    BELTRAN ST  ,"754,100"
012 080 008,39    BELTRAN ST  ,"814,900"
012 080 009,34    FRANCIS ST  ,"744,800"
012 080 010,42    GREENLEAF ST  ,"1,279,200"
012 080 011 34,34    GREENLEAF ST 34,"691,300"
012 080 011 36,36    GREENLEAF ST 36,"674,300"
012 080 012,30 32  GREENLEAF ST  ,"1,092,600"
012 080 013 1,28    GREENLEAF ST 1,"439,700"
012 080 013 2,28    GREENLEAF ST 2,"449,800"
012 080 013 3,28    GREENLEAF ST 3,"432,800"
012 080 014,24    GREENLEAF ST  ,"829,800"
012 080 015,20    GREENLEAF ST  ,"872,700"
012 080 016,16 18  GREENLEAF ST  ,"1,119,700"
012 080 017,10 12  GREENLEAF ST  ,"869,500"
012 080 018,135    CLIFTON ST  ,"871,800"
012 080 019,139 141  CLIFTON ST  ,"943,100"
013 026 601,17    BARTLETT ST  ,"682,600"
013 026 602,33 35  BARTLETT ST  ,"804,400"
013 026 603,37    BARTLETT ST  ,"646,800"
013 026 604,41 43  BARTLETT ST  ,"939,100"
013 026 605,47 49  BARTLETT ST  ,"1,233,200"
013 026 606,51 53  BARTLETT ST  ,"800,500"
013 026 607,55    BARTLETT ST  ,"885,100"
013 026 608,59 61  BARTLETT ST  ,"966,700"
013 026 609,65    BARTLETT ST  ,"891,700"
013 026 610,69    BARTLETT ST  ,"741,100"
013 026 611,73    BARTLETT ST  ,"1,213,400"
013 026 612,220    SUMMER ST  ,"906,000"
013 026 613,218    SUMMER ST  ,"1,118,000"
013 026 614,216    SUMMER ST  ,"814,600"
013 026 615,210    SUMMER ST  ,"1,081,100"
013 026 616,206    SUMMER ST  ,"910,100"
013 026 617,200    SUMMER ST  ,"1,049,900"
013 026 618,194    SUMMER ST  ,"1,198,500"
013 026 619 201,180    SUMMER ST 101,"510,500"
013 026 619 802,180    SUMMER ST 102,"268,100"
013 026 619 803,180    SUMMER ST 103,"306,300"
013 026 619 804,180    SUMMER ST 104,"578,000"
013 026 619 805,180    SUMMER ST 201,"507,500"
013 026 619 806,180    SUMMER ST 202,"566,600"
013 026 619 807,180    SUMMER ST 203,"487,300"
013 026 619 808,180    SUMMER ST 204,"531,800"
013 026 619 901,190    SUMMER ST 301,"327,945"
013 026 619 902,190    SUMMER ST 302,"306,126"
013 026 619 903,190    SUMMER ST 303,"565,200"
013 026 619 904,190    SUMMER ST 401,"302,413"
013 026 619 905,190    SUMMER ST 402,"541,300"
013 026 619 906,190    SUMMER ST 403,"657,800"
013 026 619 907,190    SUMMER ST 404,"485,100"
013 026 619 908,190    SUMMER ST 405,"546,400"
013 026 620,13    BARTLETT ST  ,"866,300"
013 027 701,211    CLIFTON ST  ,"1,225,400"
013 027 702,11    GLEN ST  ,"1,052,900"
013 027 703,19    GLEN ST  ,"958,900"
013 027 704,21    GLEN ST  ,"932,200"
013 027 705,25 27  GLEN ST  ,"866,500"
013 027 706,31    GLEN ST  ,"898,200"
013 027 707,33    GLEN ST  ,"978,200"
013 027 708,39 41  GLEN ST  ,"928,300"
013 027 709,43 45  GLEN ST  ,"766,700"
013 027 710,49    GLEN ST  ,"776,900"
013 027 711,53    GLEN ST  ,"623,600"
013 027 712 1,57    GLEN ST 1,"554,100"
013 027 712 2,55    GLEN ST 2,"489,400"
013 027 712 3,55    GLEN ST 3,"397,400"
013 027 713,61    GLEN ST  ,"733,900"
013 027 714,65    GLEN ST  ,"694,600"
013 027 715,67    GLEN ST  ,"668,900"
013 027 716,124    GLENWOOD ST  ,"716,300"
013 027 717,118    GLENWOOD ST  ,"780,700"
013 027 718,116    GLENWOOD ST  ,"671,700"
013 027 719,114    GLENWOOD ST  ,"872,500"
013 027 720,76    BARTLETT ST  ,"1,112,300"
013 027 721,72    BARTLETT ST  ,"771,800"
013 027 722,66    BARTLETT ST  ,"766,500"
013 027 723,60    BARTLETT ST  ,"761,000"
013 027 724,56    BARTLETT ST  ,"1,140,700"
013 027 725,50 52  BARTLETT ST  ,"761,400"
013 027 726,46    BARTLETT ST  ,"870,800"
013 027 727,38    BARTLETT ST  ,"999,600"
013 027 728,36    BARTLETT ST  ,"647,900"
013 027 729,30    BARTLETT ST  ,"684,800"
013 027 730,26 28  BARTLETT ST  ,"807,700"
013 027 731,24    BARTLETT ST  ,"715,400"
013 027 732,22    BARTLETT ST  ,"966,300"
013 027 733,20    BARTLETT ST  ,"742,400"
013 027 734,18    BARTLETT ST  ,"1,207,100"
013 027 735,10 12  BARTLETT ST  ,"795,200"
013 027 736,8    BARTLETT ST  ,"538,700"
013 027 737,170 172  SUMMER ST  ,"1,307,600"
013 027 738,164    SUMMER ST  ,"1,246,100"
013 027 739,158    SUMMER ST  ,"980,400"
013 027 740,181    CLIFTON ST  ,"1,116,700"
013 027 741,189    CLIFTON ST  ,"660,800"
013 027 742,193    CLIFTON ST  ,"910,300"
013 027 743 1,197    CLIFTON ST 1,"377,200"
013 027 743 2,197    CLIFTON ST 2,"379,600"
013 027 743 3,197    CLIFTON ST 3,"398,200"
013 027 743 4,197    CLIFTON ST 4,"391,400"
013 027 743 5,197    CLIFTON ST 5,"419,400"
013 027 744,207    CLIFTON ST  ,"832,800"
013 028 801,1    KERNWOOD ST  ,"1,008,500"
013 028 802,1    HOLMES ST  ,"869,600"
013 028 803,7    HOLMES ST  ,"935,700"
013 028 804,11 11B  HOLMES ST  ,"1,163,800"
013 028 805,15    HOLMES ST  ,"1,008,100"
013 028 806,19    HOLMES ST  ,"848,400"
013 028 807,25    HOLMES ST  ,"969,500"
013 028 808,29    HOLMES ST  ,"769,500"
013 028 809,31    HOLMES ST  ,"600,800"
013 028 810,3    ELSIE ST  ,"728,000"
013 028 811,5    ELSIE ST  ,"829,200"
013 028 812 1,31    GRACE ST 1,"583,100"
013 028 812 2,31    GRACE ST 2,"698,700"
013 028 813,33    GRACE ST  ,"947,700"
013 028 814,39    GRACE ST  ,"1,018,200"
013 028 815,41    GRACE ST  ,"1,280,500"
013 028 816,47    GRACE ST  ,"1,131,700"
013 028 817,51    GRACE ST  ,"750,900"
013 028 818,55    GRACE ST  ,"799,000"
013 028 819,70    GLEN ST  ,"642,500"
013 028 820,64    GLEN ST  ,"607,400"
013 028 821,60    GLEN ST  ,"661,900"
013 028 822,58    GLEN ST  ,"582,300"
013 028 823,52    GLEN ST  ,"628,700"
013 028 824,48    GLEN ST  ,"760,500"
013 028 825,44    GLEN ST  ,"777,400"
013 028 826,36    GLEN ST  ,"1,125,100"
013 028 827,30    GLEN ST  ,"981,500"
013 028 828,26    GLEN ST  ,"1,022,500"
013 028 829,18    GLEN ST  ,"825,600"
013 028 830,12    GLEN ST  ,"1,077,200"
013 028 831,217    CLIFTON ST  ,"1,147,100"
013 028 832,223    CLIFTON ST  ,"766,000"
013 028 833,40    GLEN ST  ,"628,900"
013 028 834,76    GLEN ST  ,"853,500"
014 029 901,33    EARL ST  ,"987,000"
014 029 902,37    EARL ST  ,"957,200"
014 029 903,41    EARL ST  ,"935,200"
014 029 904,47    EARL ST  ,"1,067,400"
014 029 905,51    EARL ST  ,"821,600"
014 029 906,55    EARL ST  ,"635,800"
014 029 907,160    GLENWOOD ST  ,"734,400"
014 029 908,58    GRACE ST  ,"876,700"
014 029 909,52    GRACE ST  ,"1,062,200"
014 029 910,48    GRACE ST  ,"857,100"
014 029 911,44    GRACE ST  ,"1,190,700"
014 029 912,40    GRACE ST  ,"1,057,800"
014 029 913,36    GRACE ST  ,"1,064,900"
014 029 914,32    GRACE ST  ,"893,100"
014 029 915,15    ELSIE ST  ,"1,034,400"
014 030 001,1    GRACE ST  ,"962,300"
014 030 002,7    GRACE ST  ,"857,100"
