PID,ADDRESS,CV
010 071 102,141 BELTRAN ST,754800
010 071 103,18 20 PAYNE TR,796600
010 071 104,14 14A PAYNE TR,770400
010 071 105,80 WYOMING AVE,800500
010 071 106,76 WYOMING AVE,787200
010 071 107,72 WYOMING AVE,973800
010 071 108,70 WYOMING AVE,760200
010 071 109,9 HORACE ST,750800
010 071 110,11 HORACE ST,786000
010 071 111,17 HORACE ST,601600
010 071 112,19 HORACE ST,594900
010 073 301,105 BELTRAN ST,1014000
010 073 302,121 BELTRAN ST,678900
010 073 303,123 BELTRAN ST,616600
010 073 304,18 HORACE ST,848300
010 073 305,14 HORACE ST,694800
010 073 306,10 12 HORACE ST,732600
010 073 307,58 60 WYOMING AVE,935600
010 073 308,56 WYOMING AVE,954600
010 073 309,54 WYOMING AVE,1088300
010 073 310,11 OAK GROVE TR,615500
010 073 311,15 OAK GROVE TR,566500
010 073 312,19 20 OAK GROVE TR,909400
010 073 313,16 OAK GROVE TR,605000
010 073 314,12 OAK GROVE TR,590300
010 073 315,48 WYOMING AVE,874500
010 073 316,44 46 WYOMING AVE,1077700
010 073 317,3 5 GLEASON ST,814300
010 073 318,7 GLEASON ST,1025800
010 073 319,20 HORACE ST,549600
010 074 401,11 WYOMING AVE,732500
010 074 402,21 WYOMING AVE,633600
010 074 403,25 27 WYOMING AVE,927400
010 074 404,29 WYOMING AVE,774000
010 074 405,35 WYOMING AVE,962600
010 074 406,39 WYOMING AVE,845200
010 074 407,1 CLAFLIN TR,641000
010 074 408,2 CLAFLIN TR,801400
010 074 409,43 45 WYOMING AVE,935900
010 074 410,19 21 GROVE ST,891800
010 074 411,15 17 GROVE ST,970900
010 074 412,9 11 GROVE ST,890000
010 074 413,5 7A GROVE ST,1056000
010 074 414 1,1 GLENWOOD ST 1,384600
010 074 414 2,1 GLENWOOD ST 2,233900
010 074 414 3,1 GLENWOOD ST 3,383500
010 074 414 4,1 GLENWOOD ST 4,364300
010 074 414 5,1 GLENWOOD ST 5,383500
010 074 414 6,1 GLENWOOD ST 6,336300
010 074 415,7 GLENWOOD ST,603300
010 074 416,21 GLENWOOD ST,1073000
010 074 417,25 GLENWOOD ST,769600
010 074 418,15 GLENWOOD ST,620100
010 075 501,45 GLENWOOD ST,1026400
010 075 502,83 BELTRAN ST,813800
010 075 503,87 BELTRAN ST,701700
010 075 504,91 93 BELTRAN ST,882600
010 075 505,95 97 BELTRAN ST,1073300
010 075 506,28 WYOMING AVE,1057200
010 075 507,24 WYOMING AVE,875000
010 075 508 1,20 WYOMING AVE 1,511300
010 075 508 2,20 WYOMING AVE 2,797100
010 075 509,43 GLENWOOD ST,980100
011 076 602,153 WASHINGTON ST,342300
011 076 603,161 WASHINGTON ST,634700
011 076 604,165 WASHINGTON ST,694600
011 076 605,185 WASHINGTON ST,633000
011 076 607,195 WASHINGTON ST,521300
011 076 608 1,221 WASHINGTON ST,618500
011 076 608 2,219 WASHINGTON ST,628800
011 076 608 3,217 WASHINGTON ST,611100
011 076 608 4,215 WASHINGTON ST,618800
011 076 608 5,211 WASHINGTON ST,576400
011 076 608 6,209 WASHINGTON ST,589000
011 076 608 7,207 WASHINGTON ST,592800
011 076 608 8,205 WASHINGTON ST,620700
011 076 609,229 WASHINGTON ST,1571100
011 076 610,235 WASHINGTON ST,890800
011 076 611A,167 169 WASHINGTON ST,883600
011 076 611B,171 175 WASHINGTON ST,1039900
011 076 611C,177 181 WASHINGTON ST,1124200
011 077 701,53 GREENLEAF ST,1099700
011 077 702,59 GREENLEAF ST,691900
011 077 703,63 GREENLEAF ST,748300
011 077 704,67 GREENLEAF ST,1001900
011 077 705,71 GREENLEAF ST,729000
011 077 706,75 77 GREENLEAF ST,1076500
011 077 707,12 GLENWOOD ST,677000
011 077 708,8 GLENWOOD ST,729700
011 077 709,2 4 GLENWOOD ST,910700
011 077 710,234 WASHINGTON ST,716500
011 077 711,230 WASHINGTON ST,1037300
011 077 713A,226 A WASHINGTON ST,917700
011 077 713B,226 B WASHINGTON ST,811400
011 077 713C,226 C WASHINGTON ST,517800
011 077 714,218 WASHINGTON ST,1071900
011 077 715,214 WASHINGTON ST,799200
011 077 716,216 WASHINGTON ST,915900
011 077 717,208 WASHINGTON ST,882600
011 077 718,11 11A FRANCIS ST,1082600
011 077 719,5 FRANCIS ST,871900
011 077 720,228 WASHINGTON ST,539000
011 079 901A,127 129 CLIFTON ST,890100
011 079 902,7 GREENLEAF ST,669900
011 079 903,13 15 GREENLEAF ST,1108500
011 079 904,19 GREENLEAF ST,883100
011 079 905,21 GREENLEAF ST,915700
011 079 907,31 GREENLEAF ST,939800
011 079 908,39 GREENLEAF ST,835100
011 079 909,18 FRANCIS ST,1187800
011 079 910,12 FRANCIS ST,867500
011 079 911,8 FRANCIS ST,908200
011 079 912,4 FRANCIS ST,586400
011 079 913,188 WASHINGTON ST,1009500
011 079 914,186 WASHINGTON ST,810300
011 079 915,178 WASHINGTON ST,565800
011 079 916,176 WASHINGTON ST,572300
011 079 917,174 WASHINGTON ST,672900
011 079 918,168 170 WASHINGTON ST,849400
011 079 919,164 166 WASHINGTON ST,782000
011 079 920,160 162 WASHINGTON ST,821800
011 079 921,156 158 WASHINGTON ST,827300
011 079 922,121 CLIFTON ST,783100
011 079 923,123 CLIFTON ST,783400
011 079 924,125 CLIFTON ST,659400
011 854 401,103 107 CLIFTON ST,2650300
011 854 402,91 CLIFTON ST,600100
011 854 403,152 LINDEN AVE,728500
011 854 404,156 LINDEN AVE,643500
011 854 405,160 LINDEN AVE,686900
011 854 406,164 LINDEN AVE,714600
011 854 407,168 LINDEN AVE,561500
011 854 408,172 LINDEN AVE,782200
011 854 409,176 LINDEN AVE,566400
011 854 410,180 LINDEN AVE,606500
011 854 411,71 CLINTON ST,1389200
011 854 412,65 CLINTON ST,1912900
011 854 413,54 WINTER ST,1388900
011 854 415,60 WINTER ST,4536600
011 854 476 1,95 CLIFTON ST L1,351900
011 854 476 101,95 CLIFTON ST 101,368500
011 854 476 102,95 CLIFTON ST 102,401800
011 854 476 103,95 CLIFTON ST 103,349200
011 854 476 104,95 CLIFTON ST 104,350200
011 854 476 105,95 CLIFTON ST 105,405700
011 854 476 106,95 CLIFTON ST 106,406000
011 854 476 2,95 CLIFTON ST L2,350300
011 854 476 201,95 CLIFTON ST 201,405200
011 854 476 202,95 CLIFTON ST 202,400300
011 854 476 203,95 CLIFTON ST 203,389500
011 854 476 204,95 CLIFTON ST 204,389400
011 854 476 205,95 CLIFTON ST 205,405000
011 854 476 206,95 CLIFTON ST 206,405200
011 854 476 3,95 CLIFTON ST L3,338800
011 854 476 301,95 CLIFTON ST 301,418100
011 854 476 302,95 CLIFTON ST 302,418200
011 854 476 303,95 CLIFTON ST 303,405500
011 854 476 304,95 CLIFTON ST 304,405400
011 854 476 305,95 CLIFTON ST 305,421600
011 854 476 306,95 CLIFTON ST 306,421800
012 050 001A,157 SUMMER ST,1048500
012 050 001B,161 CLIFTON ST,1224100
012 050 002,165 SUMMER ST,1082300
012 050 003,169 SUMMER ST,910500
012 050 005,175 SUMMER ST,5105900
012 050 006,181 SUMMER ST,907000
012 050 007,187 SUMMER ST,1310600
012 050 008,58 60 FRANCIS ST,885700
012 050 009,52 FRANCIS ST,943100
012 050 010,50 FRANCIS ST,940900
012 050 011,30 BELTRAN ST,1132500
012 050 012,26 BELTRAN ST,901100
012 050 013,22 BELTRAN ST,965200
012 050 014,18 BELTRAN ST,1015000
012 050 015,12 14 BELTRAN ST,1598000
012 050 016,155 CLIFTON ST,2655400
012 051 101,65 FRANCIS ST,1165700
012 051 102,203 SUMMER ST,1338300
012 051 103,209 SUMMER ST,1395300
012 051 104,64 GLENWOOD ST,908400
012 051 105,60 GLENWOOD ST,736900
012 051 106,58 GLENWOOD ST,892700
012 051 107,58 BELTRAN ST,989900
012 051 108,54 BELTRAN ST,725700
012 051 109,47 FRANCIS ST,1215800
012 051 110,55 57 FRANCIS ST,1186500
012 051 111,207 SUMMER ST,923400
012 078 801,49 BELTRAN ST,641200
012 078 802A,53 BELTRAN ST,667600
012 078 802B,33 FRANCIS ST,851300
012 078 803,57 BELTRAN ST,954600
012 078 804,61 BELTRAN ST,895200
012 078 805,65 BELTRAN ST,888700
012 078 806,38 GLENWOOD ST,1145500
012 078 807,72 GREENLEAF ST,802300
012 078 808,66 GREENLEAF ST,871100
012 078 809,60 GREENLEAF ST,1564000
012 078 810,52 GREENLEAF ST,661200
012 080 001,145 147 CLIFTON ST,1533000
012 080 002 1,11 BELTRAN ST 1,540900
012 080 002 2,11 BELTRAN ST 2,688800
012 080 003,15 BELTRAN ST,987000
012 080 004,19 BELTRAN ST,915900
012 080 005,27 BELTRAN ST,938900
012 080 006,31 BELTRAN ST,971800
012 080 007,37 BELTRAN ST,754100
012 080 008,39 BELTRAN ST,814900
012 080 009,34 FRANCIS ST,744800
012 080 010,42 GREENLEAF ST,1279200
012 080 011 34,34 GREENLEAF ST 34,691300
012 080 011 36,36 GREENLEAF ST 36,674300
012 080 012,30 32 GREENLEAF ST,1092600
012 080 013 1,28 GREENLEAF ST 1,439700
012 080 013 2,28 GREENLEAF ST 2,449800
012 080 013 3,28 GREENLEAF ST 3,432800
012 080 014,24 GREENLEAF ST,829800
012 080 015,20 GREENLEAF ST,872700
012 080 016,16 18 GREENLEAF ST,1119700
012 080 017,10 12 GREENLEAF ST,869500
012 080 018,135 CLIFTON ST,871800
012 080 019,139 141 CLIFTON ST,943100
013 026 601,17 BARTLETT ST,682600
013 026 602,33 35 BARTLETT ST,804400
013 026 603,37 BARTLETT ST,646800
013 026 604,41 43 BARTLETT ST,939100
013 026 605,47 49 BARTLETT ST,1233200
013 026 606,51 53 BARTLETT ST,800500
013 026 607,55 BARTLETT ST,885100
013 026 608,59 61 BARTLETT ST,966700
013 026 609,65 BARTLETT ST,891700
013 026 610,69 BARTLETT ST,741100
013 026 611,73 BARTLETT ST,1213400
013 026 612,220 SUMMER ST,906000
013 026 613,218 SUMMER ST,1118000
013 026 614,216 SUMMER ST,814600
013 026 615,210 SUMMER ST,1081100
013 026 616,206 SUMMER ST,910100
013 026 617,200 SUMMER ST,1049900
013 026 618,194 SUMMER ST,1198500
013 026 619 201,180 SUMMER ST 101,510500
013 026 619 802,180 SUMMER ST 102,268100
013 026 619 803,180 SUMMER ST 103,306300
013 026 619 804,180 SUMMER ST 104,578000
013 026 619 805,180 SUMMER ST 201,507500
013 026 619 806,180 SUMMER ST 202,566600
013 026 619 807,180 SUMMER ST 203,487300
013 026 619 808,180 SUMMER ST 204,531800
013 026 619 901,190 SUMMER ST 301,327945
013 026 619 902,190 SUMMER ST 302,306126
013 026 619 903,190 SUMMER ST 303,565200
013 026 619 904,190 SUMMER ST 401,302413
013 026 619 905,190 SUMMER ST 402,541300
013 026 619 906,190 SUMMER ST 403,657800
013 026 619 907,190 SUMMER ST 404,485100
013 026 619 908,190 SUMMER ST 405,546400
013 026 620,13 BARTLETT ST,866300
013 027 701,211 CLIFTON ST,1225400
013 027 702,11 GLEN ST,1052900
013 027 703,19 GLEN ST,958900
013 027 704,21 GLEN ST,932200
013 027 705,25 27 GLEN ST,866500
013 027 706,31 GLEN ST,898200
013 027 707,33 GLEN ST,978200
013 027 708,39 41 GLEN ST,928300
013 027 709,43 45 GLEN ST,766700
013 027 710,49 GLEN ST,776900
013 027 711,53 GLEN ST,623600
013 027 712 1,57 GLEN ST 1,554100
013 027 712 2,55 GLEN ST 2,489400
013 027 712 3,55 GLEN ST 3,397400
013 027 713,61 GLEN ST,733900
013 027 714,65 GLEN ST,694600
013 027 715,67 GLEN ST,668900
013 027 716,124 GLENWOOD ST,716300
013 027 717,118 GLENWOOD ST,780700
013 027 718,116 GLENWOOD ST,671700
013 027 719,114 GLENWOOD ST,872500
013 027 720,76 BARTLETT ST,1112300
013 027 721,72 BARTLETT ST,771800
013 027 722,66 BARTLETT ST,766500
013 027 723,60 BARTLETT ST,761000
013 027 724,56 BARTLETT ST,1140700
013 027 725,50 52 BARTLETT ST,761400
013 027 726,46 BARTLETT ST,870800
013 027 727,38 BARTLETT ST,999600
013 027 728,36 BARTLETT ST,647900
013 027 729,30 BARTLETT ST,684800
013 027 730,26 28 BARTLETT ST,807700
013 027 731,24 BARTLETT ST,715400
013 027 732,22 BARTLETT ST,966300
013 027 733,20 BARTLETT ST,742400
013 027 734,18 BARTLETT ST,1207100
013 027 735,10 12 BARTLETT ST,795200
013 027 736,8 BARTLETT ST,538700
013 027 737,170 172 SUMMER ST,1307600
013 027 738,164 SUMMER ST,1246100
013 027 739,158 SUMMER ST,980400
013 027 740,181 CLIFTON ST,1116700
013 027 741,189 CLIFTON ST,660800
013 027 742,193 CLIFTON ST,910300
013 027 743 1,197 CLIFTON ST 1,377200
013 027 743 2,197 CLIFTON ST 2,379600
013 027 743 3,197 CLIFTON ST 3,398200
013 027 743 4,197 CLIFTON ST 4,391400
013 027 743 5,197 CLIFTON ST 5,419400
013 027 744,207 CLIFTON ST,832800
013 028 801,1 KERNWOOD ST,1008500
013 028 802,1 HOLMES ST,869600
013 028 803,7 HOLMES ST,935700
013 028 804,11 11B HOLMES ST,1163800
013 028 805,15 HOLMES ST,1008100
013 028 806,19 HOLMES ST,848400
013 028 807,25 HOLMES ST,969500
013 028 808,29 HOLMES ST,769500
013 028 809,31 HOLMES ST,600800
013 028 810,3 ELSIE ST,728000
013 028 811,5 ELSIE ST,829200
013 028 812 1,31 GRACE ST 1,583100
013 028 812 2,31 GRACE ST 2,698700
013 028 813,33 GRACE ST,947700
013 028 814,39 GRACE ST,1018200
013 028 815,41 GRACE ST,1280500
013 028 816,47 GRACE ST,1131700
013 028 817,51 GRACE ST,750900
013 028 818,55 GRACE ST,799000
013 028 819,70 GLEN ST,642500
013 028 820,64 GLEN ST,607400
013 028 821,60 GLEN ST,661900
013 028 822,58 GLEN ST,582300
013 028 823,52 GLEN ST,628700
013 028 824,48 GLEN ST,760500
013 028 825,44 GLEN ST,777400
013 028 826,36 GLEN ST,1125100
013 028 827,30 GLEN ST,981500
013 028 828,26 GLEN ST,1022500
013 028 829,18 GLEN ST,825600
013 028 830,12 GLEN ST,1077200
013 028 831,217 CLIFTON ST,1147100
013 028 832,223 CLIFTON ST,766000
013 028 833,40 GLEN ST,628900
013 028 834,76 GLEN ST,853500
014 029 901,33 EARL ST,987000
014 029 902,37 EARL ST,957200
014 029 903,41 EARL ST,935200
014 029 904,47 EARL ST,1067400
014 029 905,51 EARL ST,821600
014 029 906,55 EARL ST,635800
014 029 907,160 GLENWOOD ST,734400
014 029 908,58 GRACE ST,876700
014 029 909,52 GRACE ST,1062200
014 029 910,48 GRACE ST,857100
014 029 911,44 GRACE ST,1190700
014 029 912,40 GRACE ST,1057800
014 029 913,36 GRACE ST,1064900
014 029 914,32 GRACE ST,893100
014 029 915,15 ELSIE ST,1034400
014 030 001,1 GRACE ST,962300
014 030 002,7 GRACE ST,857100
014 030 003,11 GRACE ST,910500
014 030 004,8 ELSIE ST,948200
014 030 005,20 22 HOLMES ST,807200
014 030 006,18 HOLMES ST,904800
014 030 007,16 HOLMES ST,935900
014 030 008,10 HOLMES ST,713200
014 030 009,19 KERNWOOD ST,820200
014 031 101,19 EARL ST,694200
014 031 102,25 EARL ST,835100
014 031 103,16 GRACE ST,659000
014 031 104,10 GRACE ST,795700
014 031 105,6 8 GRACE ST,1018600
014 032 201,269 CLIFTON ST,782700
014 032 202,1 EARL ST,860700
014 032 203,9 EARL ST,789700
014 032 204,36 KERNWOOD ST,765200
014 032 205,32 KERNWOOD ST,714500
014 032 206,30 KERNWOOD ST,768200
014 032 207,26 KERNWOOD ST,649400
014 032 208,20 22 KERNWOOD ST,924800
014 032 209,16 18 KERNWOOD ST,886900
014 032 210,12 KERNWOOD ST,751400
014 032 211,235 CLIFTON ST,905700
014 032 212,239 CLIFTON ST,801400
014 032 213,243 CLIFTON ST,781300
014 032 214,245 CLIFTON ST,774200
014 032 215,249 CLIFTON ST,670700
014 032 216,255 CLIFTON ST,1332900
014 032 217,263 265 CLIFTON ST,976300
014 033 301,143 DEXTER ST,728700
014 033 302,9 WOODLAND RD,734100
014 033 303,11 WOODLAND RD,1010000
014 033 304,15 WOODLAND RD,920800
014 033 305,21 WOODLAND RD,1087700
014 033 306,33 35 WOODLAND RD,1115600
014 033 307,37 WOODLAND RD,733500
014 033 308,182 GLENWOOD ST,773800
014 033 309,176 GLENWOOD ST,748800
014 033 310,2 GLENWOOD TR,629700
014 033 311,4 GLENWOOD TR,733700
014 033 312,62 EARL ST,613000
014 033 313,56 EARL ST,802700
014 033 314,50 EARL ST,643100
014 033 315,46 EARL ST,651000
014 033 316,34 EARL ST,994000
014 033 317,28 EARL ST,903100
014 033 318 18,18 EARL ST 18,495900
014 033 318 20,20 EARL ST 20,732400
014 033 319,14 EARL ST,980000
014 033 320,133 DEXTER ST,922000
014 033 321,139 DEXTER ST,828500
014 033 322,GLENWOOD ST,14400
014 033 323,32 EARL ST,782600
014 033 324,38 EARL ST,732700
014 034 401,149 HAWTHORNE ST,994100
014 034 402,155 HAWTHORNE ST,861900
014 034 403,163 HAWTHORNE ST,757500
014 034 404,165 HAWTHORNE ST,928200
014 034 405,179 HAWTHORNE ST,866000
014 034 406,196 GLENWOOD ST,962600
014 034 407,38 WOODLAND RD,755800
014 034 408,32 WOODLAND RD,679700
014 034 409,30 WOODLAND RD,852100
014 034 410,24 WOODLAND RD,859900
014 034 411,20 WOODLAND RD,715700
014 034 412,14 WOODLAND RD,821100
014 034 413,2 WOODLAND RD,826600
014 034 414,50 WOODLAND RD,801900
014 035 501,291 CLIFTON ST,870800
014 035 502,127 HAWTHORNE ST,865000
014 035 503,129 HAWTHORNE ST,827800
014 035 504,133 HAWTHORNE ST,937600
014 035 505,135 HAWTHORNE ST,1141400
014 035 506,148 DEXTER ST,781700
014 035 507,134 DEXTER ST,889300
014 035 508,126 DEXTER ST,943200
014 035 509,122 DEXTER ST,800400
014 035 510,279 CLIFTON ST,1111200
014 035 511,283 CLIFTON ST,1207700
014 035 512,285 CLIFTON ST,1112600
015 008 801,73 PINE ST,649600
015 008 802,41 BOWER ST,592800
015 008 803,52 CLYDE ST,612500
015 008 804,44 46 CLYDE ST,878500
015 008 805,40 CLYDE ST,644000
015 008 806,36 CLYDE ST,880700
015 008 807,32 CLYDE ST,612800
015 008 808 1,55 PINE ST,636600
015 008 808 2,57 PINE ST,663000
015 008 809,61 PINE ST,725300
015 008 810,65 PINE ST,658800
015 008 811,67 69 PINE ST,820600
015 009 901,49 CLYDE ST,799700
015 009 902,65 BOWER ST,631100
015 009 903,45 CLYDE ST,724200
015 009 904,72 WILEY ST,684600
015 009 905,64 WILEY ST,768900
015 009 906,56 WILEY ST,842700
015 009 908,50 WILEY ST,878600
015 009 909A,396 FELLSWAY EAST,592700
015 009 909B,400 FELLSWAY EAST,625100
015 009 910,392 FELLSWAY EAST,640800
015 009 911,380 FELLSWAY EAST,596800
015 009 912,378 FELLSWAY EAST,667900
015 009 913,376 FELLSWAY EAST,655100
015 009 914,374 FELLSWAY EAST,618800
015 009 915,37 PINE ST,912000
015 009 916,41 PINE ST,706400
015 009 917,43 45 PINE ST,760900
015 009 918,47 PINE ST,448500
015 009 919,49 PINE ST,748200
015 009 920,7 CLYDE ST,616600
015 009 921,11 CLYDE ST,664300
015 009 922,17 CLYDE ST,661100
015 009 923,21 CLYDE ST,63200
015 009 924,25 CLYDE ST,751600
015 009 925,35 CLYDE ST,779600
015 009 927,82 WILEY ST,722500
015 036 601,315 CLIFTON ST,1374000
015 036 602,571 HIGHLAND AVE,982400
015 036 603,577 HIGHLAND AVE,1303400
015 036 604,579 HIGHLAND AVE,1015400
015 036 605,581 HIGHLAND AVE,1119300
015 036 606,585 HIGHLAND AVE,1542000
015 036 607,591 HIGHLAND AVE,727100
015 036 608,595 HIGHLAND AVE,612000
015 036 609,599 601 HIGHLAND AVE,874500
015 036 610,605 607 HIGHLAND AVE,931600
015 036 611,611 613 HIGHLAND AVE,946600
015 036 612,615 617 HIGHLAND AVE,885400
015 036 613,9 HIGHLAND PK,837000
015 036 614,6 HIGHLAND PK,727900
015 036 615,2 HIGHLAND PK,656800
015 036 616,621 HIGHLAND AVE,620600
015 036 617,625 HIGHLAND AVE,822900
015 036 618,629 HIGHLAND AVE,863900
015 036 619,240 GLENWOOD ST,709800
015 036 620,234 GLENWOOD ST,678900
015 036 621,228 GLENWOOD ST,820500
015 036 622,224 GLENWOOD ST,631700
015 036 623,220 GLENWOOD ST,701800
015 036 624,216 GLENWOOD ST,707500
015 036 625,212 GLENWOOD ST,751100
015 036 626,182 HAWTHORNE ST,869600
015 036 627,176 HAWTHORNE ST,967900
015 036 628,170 HAWTHORNE ST,858000
015 036 629,166 HAWTHORNE ST,884800
015 036 630,160 HAWTHORNE ST,1038100
015 036 631,156 HAWTHORNE ST,1014800
015 036 632,150 HAWTHORNE ST,929800
015 036 633,148 HAWTHORNE ST,990500
015 036 634,142 HAWTHORNE ST,800500
015 036 635,136 HAWTHORNE ST,920500
015 036 636,128 HAWTHORNE ST,813600
015 036 637,126 HAWTHORNE ST,1096800
015 036 638,116 HAWTHORNE ST,1001100
015 036 639,303 CLIFTON ST,1151700
015 036 640,307 309 CLIFTON ST,1076400
015 036 641,311 313 CLIFTON ST,1026700
015 036 642,609 HIGHLAND AVE,888500
015 037 701,409 FELLSWAY EAST,612900
015 037 702,411 413 FELLSWAY EAST,826400
015 037 703,417 419 FELLSWAY EAST,703400
015 037 704,421 FELLSWAY EAST,767900
015 037 705,431 FELLSWAY EAST,719800
015 037 706,636 HIGHLAND AVE,603400
015 037 707,632 HIGHLAND AVE,691500
015 037 708,626 HIGHLAND AVE,861900
015 037 709,618 HIGHLAND AVE,908500
015 037 710,15 WILEY ST,553100
015 038 801,9 PINE ST,713600
015 038 802,9 11 AUBURN CT,679400
015 038 803,17 19 AUBURN CT,790800
015 038 804,21 AUBURN CT,566000
015 038 806,31 AUBURN CT,593600
015 038 807,18 WILEY ST,672600
015 038 808,608 HIGHLAND AVE,886000
015 038 809,604 HIGHLAND AVE,793600
015 038 811,602 HIGHLAND AVE,635600
015 038 812,598 HIGHLAND AVE,691400
015 038 813,596 HIGHLAND AVE,551300
015 038 814,592 HIGHLAND AVE,721300
015 038 815,586 588 HIGHLAND AVE,861900
015 038 816,3 PINE ST,932300
015 038 817,7 PINE ST,918900
015 039 901,21 23 PINE ST,998200
015 039 902,375 FELLSWAY EAST,840300
015 039 903,32 AUBURN CT,804400
015 039 904,395 FELLSWAY EAST,817700
015 039 905,24 WILEY ST,599600
015 039 906,20 WILEY ST,894900
015 039 907,20 AUBURN CT,549400
015 039 909,12 AUBURN CT,639600
015 039 910,15 PINE ST,566400
015 039 911,19 PINE ST,897100
016 011 101,6 CHATHAM STREET EX,725100
016 011 102,14 CHATHAM STREET EX,576500
016 011 103,24 CHATHAM STREET EX,654400
016 013 307,7 EMILE CR,1039700
016 013 308,11 EMILE CR,955700
016 013 309,15 EMILE CR,1117000
016 013 310,14 EMILE CR,925900
016 013 311,10 EMILE CR,1008500
016 013 314,740 HIGHLAND AVE,481300
016 013 315,730 HIGHLAND AVE,676000
016 013 316,722 HIGHLAND AVE,849500
016 013 317,718 HIGHLAND AVE,691700
016 013 319,662 HIGHLAND AVE,515800
016 013 320,438 FELLSWAY EAST,592500
016 013 321,3 SAWYER ST,656500
016 013 322,17 SAWYER ST,1101400
016 013 323 1,25 SAWYER ST 1,344300
016 013 323 2,25 SAWYER ST 2,464000
016 013 323 3,25 SAWYER ST 3,560000
016 013 324,6 MONTVALE ST,655100
016 013 325,2 MONTVALE ST,802100
016 013 326,414 FELLSWAY EAST,715600
016 013 327,410 FELLSWAY EAST,825600
016 013 328,43 WILEY ST,624000
016 013 329,47 WILEY ST,652200
016 013 330,18 SAWYER ST,714400
016 013 331,22 SAWYER ST,553600
016 013 332,53 WILEY ST,640200
016 013 333,57 WILEY ST,670600
016 013 334,26 SAWYER ST,540400
016 013 335,32 SAWYER ST,495400
016 013 336,75 WILEY ST,996900
